,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,. Macarena,0.213,0.777,0.549,1.73e-06,0.0494,-8.202,1,0.0614,129.908,4,0.245,1311264,France,2UZW9WOPXdxw9YMG1bebS8
1,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,944837,France,5CtI0qwDJkDQGwXD1H1cLb
2,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,891875,France,7qiZfU4dY1lWllzX7mPBI3
3,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,754922,France,4iLqG9SeJSnt0cSPICSjxv
4,Chocolat (feat. Awa Imani),0.0822,0.729,0.679,0.0,0.1,-5.456,0,0.0568,108.964,4,0.75,699481,France,4fwtP5khM1iEoa6BP1QQsX
5,I'm the One,0.0533,0.599,0.667,0.0,0.134,-4.267,1,0.0367,80.984,4,0.817,687084,France,72Q0FQQo32KJloivv5xge2
6,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,677141,France,3rOSwuTsUlJp0Pu0MkN8r8
7,. Signaler,0.511,0.647,0.7,3.96e-05,0.088,-9.007,0,0.0562,176.122,4,0.949,644983,France,03aduXwm6cTqO9bb4XFQ2b
8,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,634168,France,4aWmUDTfIPGksMNLV2rQP2
9,. Mosa?que solitaire,0.37,0.562,0.595,6.96e-06,0.13,-9.896,1,0.334,125.172,4,0.426,623567,France,1E3zyoTHtJzsu5CjwIFIhY
10,. Nwaar Is The New Black,0.752,0.744,0.604,0.0,0.0724,-5.634,0,0.15,130.18,4,0.563,611661,France,57U26FwUclMqyZ5ylnPpw1
11,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,600223,France,6kex4EBAj0WHXDKZMEJaaF
12,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,590832,France,7nKBxz47S9SD79N086fuhn
13,2U (feat. Justin Bieber),0.219,0.548,0.65,0.0,0.225,-5.827,0,0.0591,144.937,4,0.557,579795,France,3A7qX2QjDlPnazUsRk5y0M
14,Symphony (feat. Zara Larsson),0.259,0.707,0.629,1.6e-05,0.138,-4.581,0,0.0563,122.863,4,0.457,556458,France,1x5sYLZiu9r5E43kMlt9f8
15,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,545310,France,3eR23VReFzcdmS7TYCrhCe
16,Be Mine,0.194,0.779,0.666,0.000556,0.0576,-7.361,1,0.0482,123.024,4,0.507,532395,France,2KklXplRtxMsBYo474Es0w
17,Mon p'tit loup,0.0838,0.778,0.815,0.0,0.237,-3.502,0,0.238,101.926,4,0.723,522730,France,0gn0krlJTSSZvnMxh2ITHY
18,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,515344,France,1F2HXIJrE2Xn81OzT2zZvW
19,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,501925,France,0dA2Mk56wEzDgegdC6R17g
20,B. #QuedusaalVie,0.0118,0.782,0.639,2.04e-06,0.0969,-8.315,0,0.157,134.967,4,0.274,501428,France,4HvYhaXDmmAW6ZmPcgPZca
21,Mama,0.113,0.741,0.79,0.0,0.0542,-4.086,0,0.0469,104.043,4,0.528,488771,France,4xlrALxuaCf9yZBHJeTSG6
22,Space Jam,0.0565,0.753,0.718,1.25e-05,0.107,-6.485,1,0.131,160.055,4,0.651,478502,France,00cbRAOr6wTPE9WBMejhiM
23,N. J Respect R,0.426,0.747,0.434,0.000405,0.108,-8.3,0,0.0828,127.052,4,0.311,473769,France,75UFzgBCaVwJJ4IVIaatpe
24,Call On Me - Ryan Riback Extended Remix,0.0604,0.67,0.838,0.000611,0.159,-4.031,1,0.0362,104.998,4,0.717,469170,France,78rIJddV4X0HkNAInEcYde
25,Pretty Girl - Cheat Codes X CADE Remix,0.15,0.703,0.868,0.132,0.104,-4.661,0,0.0291,121.03,4,0.733,457972,France,1NDxZ7cFAo481dtYWdrUnR
26,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,454179,France,6RUKPb4LETWmmr3iAEQktW
27,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,450697,France,6gpcs5eMhJwax4mIfKDYQk
28,There's Nothing Holdin' Me Back,0.381,0.857,0.8,0.0,0.0913,-4.035,1,0.0583,121.996,4,0.966,436994,France,79cuOz3SPQTuFrp8WgftAu
29,Bon app?tit,0.111,0.797,0.792,7.88e-05,0.24,-5.758,1,0.0607,106.038,4,0.54,436301,France,61WbtB6ujkpNAsAf5LjF4b
30,You Don't Know Me,0.163,0.877,0.658,0.0,0.0967,-6.055,0,0.132,123.994,4,0.693,429139,France,7M16mAuWuFA5rC9HvkXaGx
31,There for You,0.124,0.611,0.644,0.0,0.124,-7.607,0,0.0553,105.969,4,0.13,426923,France,6jA8HL9i4QGzsj6fjoxp8Y
32,Ghetto,0.367,0.715,0.703,0.0,0.147,-6.687,0,0.165,88.47,3,0.569,419912,France,3VdDQkNCQKPAL4nZlFKWlN
33,First Time,0.197,0.633,0.592,0.0,0.099,-7.245,0,0.112,90.066,4,0.679,418287,France,2Gl0FzuLxflY6nPifJp5Dr
34,Thunder,0.00502,0.601,0.834,0.15,0.121,-3.78,1,0.0455,167.879,4,0.249,411879,France,56lBX2WHqfGuoeZxZvUnVj
35,Scared to Be Lonely,0.0895,0.584,0.54,0.0,0.261,-7.786,0,0.0576,137.972,4,0.195,408410,France,3ebXMykcMXOcLeJ9xZ17XH
36,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,407543,France,1sXUWdKx03aP9Gmzft58rt
37,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,396884,France,1a5Yu5L18qNxVhXx38njON
38,Strip That Down,0.246,0.869,0.485,0.0,0.0765,-5.595,1,0.0545,106.028,4,0.527,394223,France,6EpRaXYhGOB3fj4V2uDkMJ
39,HUMBLE.,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0,0.102,150.011,4,0.421,392689,France,7KXjTSCq5nL1LoYtL7XAwS
40,Top album,0.371,0.852,0.649,0.0,0.0793,-6.515,1,0.241,140.029,4,0.656,392321,France,4rrzxq356QDANDVd0SB1Dq
41,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,388809,France,6y2Kaz9QI01XBKJ8mTb7Pf
42,. Kietu,0.142,0.765,0.575,0.0,0.105,-7.558,0,0.105,117.991,4,0.428,379626,France,5urhEtesorARjZhjSaFntn
43,No Lie,0.0437,0.741,0.891,0.0,0.256,-2.824,1,0.119,102.002,4,0.449,364132,France,3cFsmM51N5zMAuu1nNY4Tw
44,Toka,0.174,0.83,0.904,0.0,0.162,-2.767,1,0.232,128.042,4,0.517,359779,France,2QXNsj3HmqbDqbw0R9F5zo
45,Fly (feat. Amara Abonta),0.144,0.691,0.768,0.0,0.142,-4.247,0,0.0924,110.977,4,0.526,357844,France,1NAeorrSNCibpdJMpXLFeG
46,It Won't Kill Ya,0.0647,0.572,0.53,0.000169,0.127,-8.521,0,0.0654,170.138,4,0.12,356001,France,5xhJmd0I15jFcEdqxfCzKk
47,. Dieu ne ment jamais,0.0564,0.767,0.734,3.35e-06,0.0369,-7.787,1,0.0467,115.991,4,0.602,343422,France,6ATkHaUrIJUtwyhoGMmQgw
48,. Kin la belle,0.365,0.743,0.78,8.57e-05,0.0706,-7.756,0,0.0645,114.016,4,0.768,343105,France,6nGSXuZrE5P7gSvtJs4unC
49,Your Mind (feat. Kristen Marie),0.185,0.792,0.74,0.0,0.109,-4.184,1,0.0414,117.007,4,0.589,333701,France,2eqHbYG0r90Y3LpZVjQOJX
50,Rollin (feat. Future & Khalid),0.45,0.754,0.762,6.67e-05,0.224,-4.486,0,0.0849,92.002,4,0.673,330078,France,3FDrI0FLKzrYQiWxPhqV2W
51,Gramme 2 peuf,0.318,0.841,0.521,0.0,0.0827,-7.211,1,0.189,140.032,4,0.619,326807,France,0U050yYuyc2Gq9hrfvfEq8
52,Back for More (feat. Daecolm),0.0481,0.648,0.668,0.00337,0.112,-5.835,0,0.0331,92.007,4,0.363,318855,France,0dJhKHDhqu1QYWfMy54G3F
53,Ben?,0.491,0.784,0.7,0.0,0.108,-7.649,0,0.108,82.028,4,0.769,314510,France,1ssmjAYSU5PbmsjLq5yrNH
